st_marker_id,status,db_read_time
C5800,Unoccupied,2021-08-27 20:20:30.774224
12910N,Unoccupied,2021-08-27 20:20:30.774224
12534N,Unoccupied,2021-08-27 20:20:30.774224
5808E,Unoccupied,2021-08-27 20:20:30.774224
15166N,Unoccupied,2021-08-27 20:20:30.774224
15156N,Unoccupied,2021-08-27 20:20:30.774224
6227W,Present,2021-08-27 20:20:30.774224
11953W,Unoccupied,2021-08-27 20:20:30.774224
7656N,Unoccupied,2021-08-27 20:20:30.774224
8887W,Present,2021-08-27 20:20:30.774224
6584N,Unoccupied,2021-08-27 20:20:30.774224
2855S,Unoccupied,2021-08-27 20:20:30.774224
11929W,Present,2021-08-27 20:20:30.774224
C6912,Unoccupied,2021-08-27 20:20:30.774224
12041W,Present,2021-08-27 20:20:30.774224
C6642,Present,2021-08-27 20:20:30.774224
C7160,Unoccupied,2021-08-27 20:20:30.774224
C6126,Present,2021-08-27 20:20:30.774224
C5466,Unoccupied,2021-08-27 20:20:30.774224
6032E,Present,2021-08-27 20:20:30.774224
7646N,Present,2021-08-27 20:20:30.774224
7554N,Present,2021-08-27 20:20:30.774224
11973W,Unoccupied,2021-08-27 20:20:30.774224
7590N,Unoccupied,2021-08-27 20:20:30.774224
7584N,Unoccupied,2021-08-27 20:20:30.774224
12569S,Unoccupied,2021-08-27 20:20:30.774224
12568N,Unoccupied,2021-08-27 20:20:30.774224
C5740,Present,2021-08-27 20:20:30.774224
11947W,Unoccupied,2021-08-27 20:20:30.774224
12005W,Unoccupied,2021-08-27 20:20:30.774224
C7226,Unoccupied,2021-08-27 20:20:30.774224
673W,Unoccupied,2021-08-27 20:20:30.774224
9449S,Present,2021-08-27 20:20:30.774224
4468E,Unoccupied,2021-08-27 20:20:30.774224
1914N,Unoccupied,2021-08-27 20:20:30.774224
11983W,Unoccupied,2021-08-27 20:20:30.774224
C5546,Unoccupied,2021-08-27 20:20:30.774224
C6170,Unoccupied,2021-08-27 20:20:30.774224
C6140,Unoccupied,2021-08-27 20:20:30.774224
7336E,Unoccupied,2021-08-27 20:20:30.774224
10107W,Unoccupied,2021-08-27 20:20:30.774224
C6066,Unoccupied,2021-08-27 20:20:30.774224
C6090,Unoccupied,2021-08-27 20:20:30.774224
C5746,Unoccupied,2021-08-27 20:20:30.774224
C5724,Unoccupied,2021-08-27 20:20:30.774224
11987W,Unoccupied,2021-08-27 20:20:30.774224
C5632,Unoccupied,2021-08-27 20:20:30.774224
6669S,Present,2021-08-27 20:20:30.774224
C9138,Present,2021-08-27 20:20:30.774224
12042E,Unoccupied,2021-08-27 20:20:30.774224
12549S,Unoccupied,2021-08-27 20:20:30.774224
C6940,Present,2021-08-27 20:20:30.774224
11975W,Unoccupied,2021-08-27 20:20:30.774224
10190E,Unoccupied,2021-08-27 20:20:30.774224
C6840,Unoccupied,2021-08-27 20:20:30.774224
5820E,Unoccupied,2021-08-27 20:20:30.774224
C6906,Unoccupied,2021-08-27 20:20:30.774224
C6054,Unoccupied,2021-08-27 20:20:30.774224
10192E,Unoccupied,2021-08-27 20:20:30.774224
10182E,Unoccupied,2021-08-27 20:20:30.774224
4666Ea,Unoccupied,2021-08-27 20:20:30.774224
10176E,Present,2021-08-27 20:20:30.774224
11981W,Unoccupied,2021-08-27 20:20:30.774224
789W,Unoccupied,2021-08-27 20:20:30.774224
C7152,Unoccupied,2021-08-27 20:20:30.774224
C5792,Present,2021-08-27 20:20:30.774224
C6154,Present,2021-08-27 20:20:30.774224
12013W,Unoccupied,2021-08-27 20:20:30.774224
C828,Unoccupied,2021-08-27 20:20:30.774224
C5572,Unoccupied,2021-08-27 20:20:30.774224
C7162,Unoccupied,2021-08-27 20:20:30.774224
9447S,Present,2021-08-27 20:20:30.774224
10164E,Unoccupied,2021-08-27 20:20:30.774224
C5728,Unoccupied,2021-08-27 20:20:30.774224
C6074,Present,2021-08-27 20:20:30.774224
12908N,Unoccupied,2021-08-27 20:20:30.774224
6267S,Present,2021-08-27 20:20:30.774224
C7154,Unoccupied,2021-08-27 20:20:30.774224
C5742,Unoccupied,2021-08-27 20:20:30.774224
C5552,Unoccupied,2021-08-27 20:20:30.774224
C6080,Unoccupied,2021-08-27 20:20:30.774224
C818,Unoccupied,2021-08-27 20:20:30.774224
4482E,Unoccupied,2021-08-27 20:20:30.774224
6660N,Present,2021-08-27 20:20:30.774224
C7738,Unoccupied,2021-08-27 20:20:30.774224
11951W,Unoccupied,2021-08-27 20:20:30.774224
C6952,Unoccupied,2021-08-27 20:20:30.774224
C7736A,Unoccupied,2021-08-27 20:20:30.774224
C7168,Unoccupied,2021-08-27 20:20:30.774224
C5748,Unoccupied,2021-08-27 20:20:30.774224
C9190,Unoccupied,2021-08-27 20:20:30.774224
13044N,Unoccupied,2021-08-27 20:20:30.774224
C6088,Unoccupied,2021-08-27 20:20:30.774224
649W,Unoccupied,2021-08-27 20:20:30.774224
7073S,Unoccupied,2021-08-27 20:20:30.774224
7577S,Unoccupied,2021-08-27 20:20:30.774224
13073S,Unoccupied,2021-08-27 20:20:30.774224
C7702,Unoccupied,2021-08-27 20:20:30.774224
5147W,Present,2021-08-27 20:20:30.774224
C5498,Unoccupied,2021-08-27 20:20:30.774224
C6040,Unoccupied,2021-08-27 20:20:30.774224
5828E,Unoccupied,2021-08-27 20:20:30.774224
7739S,Unoccupied,2021-08-27 20:20:30.774224
5060E,Unoccupied,2021-08-27 20:20:30.774224
10153W,Unoccupied,2021-08-27 20:20:30.774224
7670N,Unoccupied,2021-08-27 20:20:30.774224
C7216,Unoccupied,2021-08-27 20:20:30.774224
5816E,Unoccupied,2021-08-27 20:20:30.774224
12001W,Present,2021-08-27 20:20:30.774224
7566N,Unoccupied,2021-08-27 20:20:30.774224
C6882,Unoccupied,2021-08-27 20:20:30.774224
645W,Present,2021-08-27 20:20:30.774224
5848E,Unoccupied,2021-08-27 20:20:30.774224
C6860,Unoccupied,2021-08-27 20:20:30.774224
C9142,Present,2021-08-27 20:20:30.774224
C6828,Unoccupied,2021-08-27 20:20:30.774224
6231W,Present,2021-08-27 20:20:30.774224
5850E,Unoccupied,2021-08-27 20:20:30.774224
12914N,Present,2021-08-27 20:20:30.774224
7066N,Unoccupied,2021-08-27 20:20:30.774224
5149W,Unoccupied,2021-08-27 20:20:30.774224
7084N,Present,2021-08-27 20:20:30.774224
C6966,Unoccupied,2021-08-27 20:20:30.774224
C6106,Unoccupied,2021-08-27 20:20:30.774224
C9150,Unoccupied,2021-08-27 20:20:30.774224
647W,Present,2021-08-27 20:20:30.774224
15146N,Unoccupied,2021-08-27 20:20:30.774224
C674,Unoccupied,2021-08-27 20:20:30.774224
C6918,Unoccupied,2021-08-27 20:20:30.774224
C7688,Unoccupied,2021-08-27 20:20:30.774224
12573S,Unoccupied,2021-08-27 20:20:30.774224
C6116,Unoccupied,2021-08-27 20:20:30.774224
C8018,Unoccupied,2021-08-27 20:20:30.774224
7733S,Unoccupied,2021-08-27 20:20:30.774224
C6830,Unoccupied,2021-08-27 20:20:30.774224
C6052,Unoccupied,2021-08-27 20:20:30.774224
C6822,Unoccupied,2021-08-27 20:20:30.774224
C7712,Unoccupied,2021-08-27 20:20:30.774224
C7744,Unoccupied,2021-08-27 20:20:30.774224
C688,Unoccupied,2021-08-27 20:20:30.774224
C6166,Present,2021-08-27 20:20:30.774224
12565S,Unoccupied,2021-08-27 20:20:30.774224
12557S,Unoccupied,2021-08-27 20:20:30.774224
11989W,Unoccupied,2021-08-27 20:20:30.774224
C5438,Present,2021-08-27 20:20:30.774224
11522N,Unoccupied,2021-08-27 20:20:30.774224
10117W,Unoccupied,2021-08-27 20:20:30.774224
5052E,Unoccupied,2021-08-27 20:20:30.774224
9439S,Unoccupied,2021-08-27 20:20:30.774224
5844E,Unoccupied,2021-08-27 20:20:30.774224
10171W,Unoccupied,2021-08-27 20:20:30.774224
3938N,Unoccupied,2021-08-27 20:20:30.774224
C6112,Unoccupied,2021-08-27 20:20:30.774224
11991W,Unoccupied,2021-08-27 20:20:30.774224
4684Ea,Unoccupied,2021-08-27 20:20:30.774224
7642N,Unoccupied,2021-08-27 20:20:30.774224
C9134,Unoccupied,2021-08-27 20:20:30.774224
5082E,Unoccupied,2021-08-27 20:20:30.774224
C5524,Unoccupied,2021-08-27 20:20:30.774224
C9170,Unoccupied,2021-08-27 20:20:30.774224
1910N,Unoccupied,2021-08-27 20:20:30.774224
5826E,Unoccupied,2021-08-27 20:20:30.774224
C5532,Unoccupied,2021-08-27 20:20:30.774224
C680,Present,2021-08-27 20:20:30.774224
C5950,Present,2021-08-27 20:20:30.774224
4686Ea,Present,2021-08-27 20:20:30.774224
C6856,Unoccupied,2021-08-27 20:20:30.774224
C5764,Unoccupied,2021-08-27 20:20:30.774224
C6350,Unoccupied,2021-08-27 20:20:30.774224
C6042,Unoccupied,2021-08-27 20:20:30.774224
C7684,Unoccupied,2021-08-27 20:20:30.774224
C6352,Unoccupied,2021-08-27 20:20:30.774224
7575S,Unoccupied,2021-08-27 20:20:30.774224
6187W,Unoccupied,2021-08-27 20:20:30.774224
C5962,Unoccupied,2021-08-27 20:20:30.774224
5437W,Unoccupied,2021-08-27 20:20:30.774224
C6710,Unoccupied,2021-08-27 20:20:30.774224
C6056,Unoccupied,2021-08-27 20:20:30.774224
6659S,Unoccupied,2021-08-27 20:20:30.774224
6203W,Present,2021-08-27 20:20:30.774224
C8022,Present,2021-08-27 20:20:30.774224
12564N,Unoccupied,2021-08-27 20:20:30.774224
15144N,Unoccupied,2021-08-27 20:20:30.774224
659W,Unoccupied,2021-08-27 20:20:30.774224
12570N,Unoccupied,2021-08-27 20:20:30.774224
10118E,Unoccupied,2021-08-27 20:20:30.774224
10188E,Unoccupied,2021-08-27 20:20:30.774224
3707S,Present,2021-08-27 20:20:30.774224
C7682,Unoccupied,2021-08-27 20:20:30.774224
C5946,Unoccupied,2021-08-27 20:20:30.774224
6668N,Unoccupied,2021-08-27 20:20:30.774224
4702Ea,Present,2021-08-27 20:20:30.774224
9455S,Unoccupied,2021-08-27 20:20:30.774224
C6850,Unoccupied,2021-08-27 20:20:30.774224
7099S,Unoccupied,2021-08-27 20:20:30.774224
4586E,Unoccupied,2021-08-27 20:20:30.774224
781W,Present,2021-08-27 20:20:30.774224
1918N,Unoccupied,2021-08-27 20:20:30.774224
661W,Present,2021-08-27 20:20:30.774224
1920N,Unoccupied,2021-08-27 20:20:30.774224
655W,Unoccupied,2021-08-27 20:20:30.774224
10159W,Present,2021-08-27 20:20:30.774224
C5704,Unoccupied,2021-08-27 20:20:30.774224
C7204,Unoccupied,2021-08-27 20:20:30.774224
C5780,Present,2021-08-27 20:20:30.774224
7724N,Unoccupied,2021-08-27 20:20:30.774224
8871W,Unoccupied,2021-08-27 20:20:30.774224
5351W,Unoccupied,2021-08-27 20:20:30.774224
C6938,Unoccupied,2021-08-27 20:20:30.774224
C6988,Unoccupied,2021-08-27 20:20:30.774224
C5760,Unoccupied,2021-08-27 20:20:30.774224
C5650,Unoccupied,2021-08-27 20:20:30.774224
10191W,Unoccupied,2021-08-27 20:20:30.774224
7597S,Unoccupied,2021-08-27 20:20:30.774224
4682Ea,Unoccupied,2021-08-27 20:20:30.774224
5822E,Unoccupied,2021-08-27 20:20:30.774224
C696,Unoccupied,2021-08-27 20:20:30.774224
780E,Present,2021-08-27 20:20:30.774224
C6926,Unoccupied,2021-08-27 20:20:30.774224
7664N,Unoccupied,2021-08-27 20:20:30.774224
C744,Unoccupied,2021-08-27 20:20:30.774224
C6348,Unoccupied,2021-08-27 20:20:30.774224
C6368,Present,2021-08-27 20:20:30.774224
C6960,Present,2021-08-27 20:20:30.774224
775W,Unoccupied,2021-08-27 20:20:30.774224
C6360,Unoccupied,2021-08-27 20:20:30.774224
6233W,Unoccupied,2021-08-27 20:20:30.774224
3944N,Unoccupied,2021-08-27 20:20:30.774224
5068E,Unoccupied,2021-08-27 20:20:30.774224
767Wa,Present,2021-08-27 20:20:30.774224
C6086,Unoccupied,2021-08-27 20:20:30.774224
7572N,Unoccupied,2021-08-27 20:20:30.774224
13046N,Unoccupied,2021-08-27 20:20:30.774224
C6846,Unoccupied,2021-08-27 20:20:30.774224
10162E,Unoccupied,2021-08-27 20:20:30.774224
4590E,Unoccupied,2021-08-27 20:20:30.774224
795W,Unoccupied,2021-08-27 20:20:30.774224
12901S,Present,2021-08-27 20:20:30.774224
C7164,Unoccupied,2021-08-27 20:20:30.774224
10120E,Unoccupied,2021-08-27 20:20:30.774224
C6886,Unoccupied,2021-08-27 20:20:30.774224
C6144,Unoccupied,2021-08-27 20:20:30.774224
C5562,Unoccupied,2021-08-27 20:20:30.774224
7576N,Present,2021-08-27 20:20:30.774224
C814,Unoccupied,2021-08-27 20:20:30.774224
10167W,Unoccupied,2021-08-27 20:20:30.774224
C6060,Unoccupied,2021-08-27 20:20:30.774224
6173W,Unoccupied,2021-08-27 20:20:30.774224
686E,Unoccupied,2021-08-27 20:20:30.774224
7644N,Unoccupied,2021-08-27 20:20:30.774224
10160E,Present,2021-08-27 20:20:30.774224
9417S,Unoccupied,2021-08-27 20:20:30.774224
5072E,Unoccupied,2021-08-27 20:20:30.774224
7580N,Present,2021-08-27 20:20:30.774224
2531S,Unoccupied,2021-08-27 20:20:30.774224
10170E,Unoccupied,2021-08-27 20:20:30.774224
2529S,Unoccupied,2021-08-27 20:20:30.774224
10113W,Unoccupied,2021-08-27 20:20:30.774224
7680N,Unoccupied,2021-08-27 20:20:30.774224
12900N,Present,2021-08-27 20:20:30.774224
C740,Unoccupied,2021-08-27 20:20:30.774224
C5624,Unoccupied,2021-08-27 20:20:30.774224
11961W,Unoccupied,2021-08-27 20:20:30.774224
C5774,Unoccupied,2021-08-27 20:20:30.774224
C9114,Unoccupied,2021-08-27 20:20:30.774224
C5790,Unoccupied,2021-08-27 20:20:30.774224
10174E,Unoccupied,2021-08-27 20:20:30.774224
C7238,Unoccupied,2021-08-27 20:20:30.774224
C5420,Present,2021-08-27 20:20:30.774224
6219W,Present,2021-08-27 20:20:30.774224
C5954,Present,2021-08-27 20:20:30.774224
C6836,Unoccupied,2021-08-27 20:20:30.774224
10196E,Unoccupied,2021-08-27 20:20:30.774224
643W,Present,2021-08-27 20:20:30.774224
10183W,Unoccupied,2021-08-27 20:20:30.774224
1916N,Unoccupied,2021-08-27 20:20:30.774224
1773S,Unoccupied,2021-08-27 20:20:30.774224
C7726,Present,2021-08-27 20:20:30.774224
C5714,Unoccupied,2021-08-27 20:20:30.774224
771W,Present,2021-08-27 20:20:30.774224
7090N,Unoccupied,2021-08-27 20:20:30.774224
C6872,Unoccupied,2021-08-27 20:20:30.774224
C684,Unoccupied,2021-08-27 20:20:30.774224
6263S,Present,2021-08-27 20:20:30.774224
9461S,Unoccupied,2021-08-27 20:20:30.774224
10166E,Present,2021-08-27 20:20:30.774224
C7246,Present,2021-08-27 20:20:30.774224
4476E,Unoccupied,2021-08-27 20:20:30.774224
C6136,Unoccupied,2021-08-27 20:20:30.774224
C6898,Unoccupied,2021-08-27 20:20:30.774224
4688Ea,Unoccupied,2021-08-27 20:20:30.774224
7337W,Unoccupied,2021-08-27 20:20:30.774224
2527S,Unoccupied,2021-08-27 20:20:30.774224
6663S,Unoccupied,2021-08-27 20:20:30.774224
C6958,Unoccupied,2021-08-27 20:20:30.774224
2895S,Unoccupied,2021-08-27 20:20:30.774224
C6176,Unoccupied,2021-08-27 20:20:30.774224
5088E,Present,2021-08-27 20:20:30.774224
C7714,Unoccupied,2021-08-27 20:20:30.774224
C9122,Present,2021-08-27 20:20:30.774224
C7112,Present,2021-08-27 20:20:30.774224
C7196,Unoccupied,2021-08-27 20:20:30.774224
3688N,Unoccupied,2021-08-27 20:20:30.774224
C810,Unoccupied,2021-08-27 20:20:30.774224
C6868,Unoccupied,2021-08-27 20:20:30.774224
787W,Unoccupied,2021-08-27 20:20:30.774224
10168E,Unoccupied,2021-08-27 20:20:30.774224
11943W,Unoccupied,2021-08-27 20:20:30.774224
C9166,Unoccupied,2021-08-27 20:20:30.774224
633W,Present,2021-08-27 20:20:30.774224
4503W,Unoccupied,2021-08-27 20:20:30.774224
9459S,Present,2021-08-27 20:20:30.774224
770E,Unoccupied,2021-08-27 20:20:30.774224
3692N,Unoccupied,2021-08-27 20:20:30.774224
C8006,Present,2021-08-27 20:20:30.774224
4700Ea,Present,2021-08-27 20:20:30.774224
C8014,Present,2021-08-27 20:20:30.774224
2899S,Present,2021-08-27 20:20:30.774224
783W,Unoccupied,2021-08-27 20:20:30.774224
10189W,Unoccupied,2021-08-27 20:20:30.774224
797W,Present,2021-08-27 20:20:30.774224
C9106,Unoccupied,2021-08-27 20:20:30.774224
11528N,Unoccupied,2021-08-27 20:20:30.774224
8883W,Unoccupied,2021-08-27 20:20:30.774224
C7198,Unoccupied,2021-08-27 20:20:30.774224
7578N,Present,2021-08-27 20:20:30.774224
11507S,Present,2021-08-27 20:20:30.774224
6540N,Present,2021-08-27 20:20:30.774224
C5882,Present,2021-08-27 20:20:30.774224
11531S,Present,2021-08-27 20:20:30.774224
11513S,Present,2021-08-27 20:20:30.774224
C6670,Present,2021-08-27 20:20:30.774224
C7136,Present,2021-08-27 20:20:30.774224
C5612,Present,2021-08-27 20:20:30.774224
C5616,Unoccupied,2021-08-27 20:20:30.774224
C6064,Present,2021-08-27 20:20:30.774224
C786,Present,2021-08-27 20:20:30.774224
13048N,Unoccupied,2021-08-27 20:20:30.774224
5125W,Unoccupied,2021-08-27 20:20:30.774224
C5770,Unoccupied,2021-08-27 20:20:30.774224
12007W,Present,2021-08-27 20:20:30.774224
C9154,Present,2021-08-27 20:20:30.774224
11524N,Present,2021-08-27 20:20:30.774224
12571S,Unoccupied,2021-08-27 20:20:30.774224
13042N,Unoccupied,2021-08-27 20:20:30.774224
5096E,Unoccupied,2021-08-27 20:20:30.774224
10121W,Unoccupied,2021-08-27 20:20:30.774224
7096N,Unoccupied,2021-08-27 20:20:30.774224
C6302,Unoccupied,2021-08-27 20:20:30.774224
6664N,Present,2021-08-27 20:20:30.774224
C6146,Unoccupied,2021-08-27 20:20:30.774224
C6172,Unoccupied,2021-08-27 20:20:30.774224
C5544,Unoccupied,2021-08-27 20:20:30.774224
C5442,Present,2021-08-27 20:20:30.774224
5136E,Unoccupied,2021-08-27 20:20:30.774224
7648N,Present,2021-08-27 20:20:30.774224
5842E,Unoccupied,2021-08-27 20:20:30.774224
C5720,Unoccupied,2021-08-27 20:20:30.774224
5804E,Unoccupied,2021-08-27 20:20:30.774224
C6632b,Unoccupied,2021-08-27 20:20:30.774224
C5738,Present,2021-08-27 20:20:30.774224
C5540,Unoccupied,2021-08-27 20:20:30.774224
C5936,Unoccupied,2021-08-27 20:20:30.774224
C5736,Present,2021-08-27 20:20:30.774224
C7140,Unoccupied,2021-08-27 20:20:30.774224
C6702,Present,2021-08-27 20:20:30.774224
7660N,Present,2021-08-27 20:20:30.774224
C5718,Present,2021-08-27 20:20:30.774224
5810E,Present,2021-08-27 20:20:30.774224
4576E,Unoccupied,2021-08-27 20:20:30.774224
6614N,Present,2021-08-27 20:20:30.774224
1912N,Unoccupied,2021-08-27 20:20:30.774224
11505S,Present,2021-08-27 20:20:30.774224
5123W,Unoccupied,2021-08-27 20:20:30.774224
C5916,Unoccupied,2021-08-27 20:20:30.774224
7626N,Unoccupied,2021-08-27 20:20:30.774224
2884N,Unoccupied,2021-08-27 20:20:30.774224
7098N,Present,2021-08-27 20:20:30.774224
5832E,Unoccupied,2021-08-27 20:20:30.774224
C5430,Present,2021-08-27 20:20:30.774224
10198E,Unoccupied,2021-08-27 20:20:30.774224
C9126,Unoccupied,2021-08-27 20:20:30.774224
C5958,Unoccupied,2021-08-27 20:20:30.774224
C9146,Unoccupied,2021-08-27 20:20:30.774224
4509W,Present,2021-08-27 20:20:30.774224
12539S,Present,2021-08-27 20:20:30.774224
10187W,Present,2021-08-27 20:20:30.774224
7573S,Unoccupied,2021-08-27 20:20:30.774224
4507W,Unoccupied,2021-08-27 20:20:30.774224
C6848,Unoccupied,2021-08-27 20:20:30.774224
C2874,Unoccupied,2021-08-27 20:20:30.774224
11607S,Unoccupied,2021-08-27 20:20:30.774224
4505W,Unoccupied,2021-08-27 20:20:30.774224
C7718,Unoccupied,2021-08-27 20:20:30.774224
C6888,Unoccupied,2021-08-27 20:20:30.774224
C9158,Unoccupied,2021-08-27 20:20:30.774224
1777S,Present,2021-08-27 20:20:30.774224
C6092,Unoccupied,2021-08-27 20:20:30.774224
C6036,Unoccupied,2021-08-27 20:20:30.774224
C5568,Unoccupied,2021-08-27 20:20:30.774224
C7174,Unoccupied,2021-08-27 20:20:30.774224
C6110,Unoccupied,2021-08-27 20:20:30.774224
C7706,Unoccupied,2021-08-27 20:20:30.774224
C7208,Unoccupied,2021-08-27 20:20:30.774224
C6078,Present,2021-08-27 20:20:30.774224
C7206,Unoccupied,2021-08-27 20:20:30.774224
6209W,Unoccupied,2021-08-27 20:20:30.774224
C6824,Unoccupied,2021-08-27 20:20:30.774224
C6130,Unoccupied,2021-08-27 20:20:30.774224
C5750,Unoccupied,2021-08-27 20:20:30.774224
C5918,Present,2021-08-27 20:20:30.774224
C7710,Present,2021-08-27 20:20:30.774224
C6160,Unoccupied,2021-08-27 20:20:30.774224
C6122,Present,2021-08-27 20:20:30.774224
C6164,Unoccupied,2021-08-27 20:20:30.774224
C7698,Present,2021-08-27 20:20:30.774224
5852E,Unoccupied,2021-08-27 20:20:30.774224
C7182,Unoccupied,2021-08-27 20:20:30.774224
C5584,Present,2021-08-27 20:20:30.774224
C6162,Unoccupied,2021-08-27 20:20:30.774224
C5886,Unoccupied,2021-08-27 20:20:30.774224
C6070,Unoccupied,2021-08-27 20:20:30.774224
C7150,Unoccupied,2021-08-27 20:20:30.774224
7097S,Unoccupied,2021-08-27 20:20:30.774224
C6102,Unoccupied,2021-08-27 20:20:30.774224
10111W,Present,2021-08-27 20:20:30.774224
10341W,Unoccupied,2021-08-27 20:20:30.774224
C7190,Unoccupied,2021-08-27 20:20:30.774224
C5966,Present,2021-08-27 20:20:30.774224
C8008,Unoccupied,2021-08-27 20:20:30.774224
C7166,Unoccupied,2021-08-27 20:20:30.774224
C700,Present,2021-08-27 20:20:30.774224
10115W,Unoccupied,2021-08-27 20:20:30.774224
C5776,Present,2021-08-27 20:20:30.774224
10178E,Present,2021-08-27 20:20:30.774224
6055W,Unoccupied,2021-08-27 20:20:30.774224
C5548,Unoccupied,2021-08-27 20:20:30.774224
C6178,Present,2021-08-27 20:20:30.774224
C6100,Unoccupied,2021-08-27 20:20:30.774224
C6058,Unoccupied,2021-08-27 20:20:30.774224
C6096,Unoccupied,2021-08-27 20:20:30.774224
C7220,Present,2021-08-27 20:20:30.774224
C6180,Unoccupied,2021-08-27 20:20:30.774224
C6156,Unoccupied,2021-08-27 20:20:30.774224
10103W,Unoccupied,2021-08-27 20:20:30.774224
C6076,Unoccupied,2021-08-27 20:20:30.774224
7064N,Unoccupied,2021-08-27 20:20:30.774224
6252N,Present,2021-08-27 20:20:30.774224
10124E,Unoccupied,2021-08-27 20:20:30.774224
6185W,Present,2021-08-27 20:20:30.774224
6235W,Present,2021-08-27 20:20:30.774224
6243W,Unoccupied,2021-08-27 20:20:30.774224
7060N,Unoccupied,2021-08-27 20:20:30.774224
6237W,Unoccupied,2021-08-27 20:20:30.774224
10157W,Unoccupied,2021-08-27 20:20:30.774224
10186E,Unoccupied,2021-08-27 20:20:30.774224
C7694,Unoccupied,2021-08-27 20:20:30.774224
C6428,Unoccupied,2021-08-27 20:20:30.774224
C7158,Unoccupied,2021-08-27 20:20:30.774224
C6420,Unoccupied,2021-08-27 20:20:30.774224
4704Ea,Unoccupied,2021-08-27 20:20:30.774224
C6820,Unoccupied,2021-08-27 20:20:30.774224
C6892,Unoccupied,2021-08-27 20:20:30.774224
6193W,Unoccupied,2021-08-27 20:20:30.774224
C6832,Unoccupied,2021-08-27 20:20:30.774224
C6380,Unoccupied,2021-08-27 20:20:30.774224
C5754,Unoccupied,2021-08-27 20:20:30.774224
5818E,Present,2021-08-27 20:20:30.774224
C6396,Unoccupied,2021-08-27 20:20:30.774224
C5872,Present,2021-08-27 20:20:30.774224
C5588,Unoccupied,2021-08-27 20:20:30.774224
C5894,Unoccupied,2021-08-27 20:20:30.774224
C6418,Unoccupied,2021-08-27 20:20:30.774224
C6372,Unoccupied,2021-08-27 20:20:30.774224
C5794,Unoccupied,2021-08-27 20:20:30.774224
C5798,Present,2021-08-27 20:20:30.774224
C5796,Unoccupied,2021-08-27 20:20:30.774224
6241W,Present,2021-08-27 20:20:30.774224
C6920,Unoccupied,2021-08-27 20:20:30.774224
C7700,Unoccupied,2021-08-27 20:20:30.774224
C6864,Unoccupied,2021-08-27 20:20:30.774224
C5474,Unoccupied,2021-08-27 20:20:30.774224
6177W,Present,2021-08-27 20:20:30.774224
C5478,Unoccupied,2021-08-27 20:20:30.774224
7737S,Unoccupied,2021-08-27 20:20:30.774224
C6390,Present,2021-08-27 20:20:30.774224
C5892,Unoccupied,2021-08-27 20:20:30.774224
C5456,Unoccupied,2021-08-27 20:20:30.774224
C5864,Unoccupied,2021-08-27 20:20:30.774224
7667S,Unoccupied,2021-08-27 20:20:30.774224
C6424,Unoccupied,2021-08-27 20:20:30.774224
C6930,Unoccupied,2021-08-27 20:20:30.774224
C7734,Unoccupied,2021-08-27 20:20:30.774224
C5646,Unoccupied,2021-08-27 20:20:30.774224
C6866,Unoccupied,2021-08-27 20:20:30.774224
C5620,Unoccupied,2021-08-27 20:20:30.774224
C5462,Unoccupied,2021-08-27 20:20:30.774224
10100E,Present,2021-08-27 20:20:30.774224
5806E,Unoccupied,2021-08-27 20:20:30.774224
C5564,Unoccupied,2021-08-27 20:20:30.774224
C5782,Unoccupied,2021-08-27 20:20:30.774224
C5734,Present,2021-08-27 20:20:30.774224
C6862,Unoccupied,2021-08-27 20:20:30.774224
C5500,Unoccupied,2021-08-27 20:20:30.774224
C5502,Unoccupied,2021-08-27 20:20:30.774224
C7228,Unoccupied,2021-08-27 20:20:30.774224
7568N,Unoccupied,2021-08-27 20:20:30.774224
C7734B,Present,2021-08-27 20:20:30.774224
C7244,Unoccupied,2021-08-27 20:20:30.774224
C6282,Unoccupied,2021-08-27 20:20:30.774224
C6910,Unoccupied,2021-08-27 20:20:30.774224
4696Ea,Unoccupied,2021-08-27 20:20:30.774224
C6412,Unoccupied,2021-08-27 20:20:30.774224
C6290,Unoccupied,2021-08-27 20:20:30.774224
4559W,Unoccupied,2021-08-27 20:20:30.774224
C5752,Unoccupied,2021-08-27 20:20:30.774224
10200E,Unoccupied,2021-08-27 20:20:30.774224
10105W,Unoccupied,2021-08-27 20:20:30.774224
C5642,Present,2021-08-27 20:20:30.774224
C6050,Unoccupied,2021-08-27 20:20:30.774224
C5580,Unoccupied,2021-08-27 20:20:30.774224
C6404,Unoccupied,2021-08-27 20:20:30.774224
7570N,Present,2021-08-27 20:20:30.774224
12912N,Unoccupied,2021-08-27 20:20:30.774224
C6284,Unoccupied,2021-08-27 20:20:30.774224
7665S,Unoccupied,2021-08-27 20:20:30.774224
C5868,Unoccupied,2021-08-27 20:20:30.774224
C7734C,Unoccupied,2021-08-27 20:20:30.774224
C9182,Unoccupied,2021-08-27 20:20:30.774224
4694Ea,Unoccupied,2021-08-27 20:20:30.774224
C5766,Present,2021-08-27 20:20:30.774224
C6062,Unoccupied,2021-08-27 20:20:30.774224
C7732,Present,2021-08-27 20:20:30.774224
C5490,Unoccupied,2021-08-27 20:20:30.774224
10173W,Unoccupied,2021-08-27 20:20:30.774224
C5660,Unoccupied,2021-08-27 20:20:30.774224
12905S,Unoccupied,2021-08-27 20:20:30.774224
