Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2004,242,Carlton,,,0,0,32,0,227,0,,,0,,0,,0,,0,,0,0,308
2004,243,Carlton,50,,0,0,40,,162,0,,40,0,,0,,0,,0,,,,430
2004,244,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,245,Carlton,0,44,0,,95,,,0,,39,,,0,,0,,0,8,0,,331
2004,246,Carlton,,,0,,26,0,,0,0,138,13,0,,13,0,0,0,17,0,,312
2004,247,Carlton,,,0,0,30,,63,0,61,162,36,,0,20,,0,0,,0,0,590
2004,248,Carlton,11,,0,0,13,0,,0,,,,,0,20,0,,0,0,0,,109
2004,249,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,250,Carlton,0,,0,,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,748
2004,251,Carlton,0,0,0,0,49,0,,0,,0,140,,0,209,,0,0,0,0,,721
2004,252,Carlton,,,0,,23,0,,,16,168,25,0,,,0,,,21,0,,297
2004,253,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,254,Carlton,0,,0,0,51,,0,0,,53,0,,0,95,54,0,0,,,0,349
2004,255,Carlton,0,,0,0,44,,0,0,104,29,58,,,77,0,,0,25,0,,641
2004,256,Carlton,,,0,0,876,0,,0,,,0,,,0,,0,0,,0,0,1058
2004,257,Carlton,0,0,0,0,34,0,,,,,,0,10,50,0,0,0,0,,0,488
2004,258,Carlton,0,0,0,0,,,,0,0,,0,,,,0,0,0,0,0,0,328
2004,259,Carlton,0,0,0,0,,0,0,0,0,,,,0,,0,0,0,201,,,376
2004,260,Carlton,,,0,0,0,0,0,0,0,,0,0,,,0,0,0,83,,,137
2004,261,Carlton,0,0,0,,,0,0,0,0,0,0,,,160,0,,,55,0,,287
2004,262,Carlton,0,,0,0,22,0,0,0,0,,0,0,0,,0,0,0,0,0,0,38
2004,263,Carlton,0,,0,0,100,0,0,0,0,,0,0,0,135,,0,0,28,0,0,279
2004,264,Carlton,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
2004,265,Carlton,,,0,0,53,0,,0,0,55,0,,,258,,0,0,,0,0,1096
2004,266,Carlton,,0,0,0,0,0,576,0,0,23,0,0,0,6,0,0,0,,0,0,612
2004,267,Carlton,,,0,,73,0,,0,,11,38,,0,187,0,,0,,,,431
2004,268,Carlton,,,0,0,71,0,0,0,,,28,0,0,,0,0,0,,,,383
2004,269,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,270,Parkville,0,,0,,0,0,,0,19,162,0,,0,7,0,0,0,52,,0,5064
2004,271,Parkville,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
2004,272,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,273,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17
2004,274,Carlton,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
2004,301,North Melbourne,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,7,0,0,13
2004,302,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,303,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,304,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,
2004,305,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,306,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,307,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,308,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
2004,309,North Melbourne,0,0,,0,46,0,0,0,0,,0,0,68,,0,0,0,0,,27,174
2004,310,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,
2004,311,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
2004,312,North Melbourne,0,0,0,0,,0,0,,0,,,0,0,0,0,0,0,0,0,,41
2004,313,North Melbourne,0,0,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,,115
2004,314,North Melbourne,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,106
2004,315,North Melbourne,0,0,0,28,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,33
2004,316,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,317,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,12
2004,318,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,
2004,319,North Melbourne,0,0,0,,7,0,0,0,0,,0,,,0,0,0,0,,0,,290
2004,320,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,321,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,322,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,59
2004,323,North Melbourne,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,208
2004,324,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,325,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,326,North Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,20
2004,327,North Melbourne,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,0,0,21
2004,328,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,329,North Melbourne,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,153
2004,330,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2004,331,North Melbourne,0,0,0,0,0,,0,0,0,0,0,,,36,0,0,0,,0,,67
2004,332,North Melbourne,0,0,0,0,11,0,0,0,0,0,0,0,30,18,0,,0,0,0,,68
2004,333,North Melbourne,0,0,0,0,18,,0,0,0,,,,,9,0,0,0,15,0,15,71
2004,334,North Melbourne,0,25,0,0,22,,0,0,0,,0,0,16,0,0,0,0,8,,,92
2004,335,North Melbourne,0,0,0,,,0,0,0,0,0,,0,18,0,0,0,,20,,,69
2004,336,North Melbourne,0,0,0,0,10,,0,0,0,,0,,,9,0,0,0,0,,,56
2004,337,North Melbourne,0,,0,,,,0,,,0,0,0,,0,0,0,0,,,44,190
2004,338,North Melbourne,0,0,0,0,10,0,0,0,0,,0,0,73,0,0,0,0,0,0,,90
2004,339,North Melbourne,0,0,0,0,0,,0,0,,0,0,,31,0,0,0,,0,0,,57
2004,340,North Melbourne,0,0,0,0,0,0,0,0,0,7,0,0,,0,0,0,0,0,0,,19
2004,341,North Melbourne,0,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,,107
2004,342,North Melbourne,0,0,0,0,,46,0,0,0,,0,0,47,,0,0,0,,0,,167
2004,343,North Melbourne,0,0,0,0,,,0,0,,0,,,,,0,0,0,15,18,,141
2004,344,North Melbourne,0,0,0,0,0,0,0,0,,,0,0,0,,0,,0,0,0,0,81
2004,345,North Melbourne,0,46,0,24,36,0,,,29,83,14,,19,21,0,,,44,35,,369
2004,346,North Melbourne,0,0,0,0,16,0,0,0,,,0,0,,6,0,0,0,14,,0,117
2004,347,North Melbourne,0,0,0,0,,,0,0,0,,0,0,,15,0,0,0,0,,0,59
2004,348,North Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2004,349,North Melbourne,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
2004,350,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,351,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,352,North Melbourne,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,353,North Melbourne,,0,0,0,,0,0,0,0,,63,0,0,,0,0,0,,0,0,118
2004,354,North Melbourne,0,133,0,56,27,0,0,0,,39,,,0,17,,,,81,69,0,468
2004,355,North Melbourne,0,,0,0,41,0,0,0,,,18,,0,,0,0,,0,0,,176
2004,356,North Melbourne,0,,0,0,46,0,0,0,,,0,,,21,0,0,0,14,0,20,147
2004,357,North Melbourne,0,,0,,,0,,0,,34,,,12,124,0,0,0,,7,0,335
2004,358,North Melbourne,,,0,0,43,0,0,0,0,,,,,5,0,0,0,7,0,0,101
2004,359,North Melbourne,0,0,0,0,37,0,,,,0,0,,0,,0,0,0,0,0,0,97
2004,360,North Melbourne,0,,0,0,,0,0,0,0,31,0,17,0,0,0,0,,9,0,18,97
2004,361,North Melbourne,0,,0,0,86,0,0,0,0,10,0,,0,,0,0,0,,,0,125
2004,362,North Melbourne,,11,0,0,,0,,0,,16,0,,0,,0,0,0,53,0,0,151
2004,363,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,182
2004,364,North Melbourne,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,,,0,0,98
2004,365,North Melbourne,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8,0,0,74
2004,366,North Melbourne,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,45
2004,367,North Melbourne,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,8
2004,368,North Melbourne,,0,0,0,0,0,0,0,0,,0,0,,23,0,0,0,0,0,,71
2004,369,North Melbourne,0,8,0,0,15,0,0,0,0,,,,,11,0,0,0,12,,3,81
2004,370,North Melbourne,0,0,0,0,,0,0,,,,0,0,,,0,,0,0,0,,49
2004,371,North Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,372,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,373,North Melbourne,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2004,374,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,375,North Melbourne,,,,,152,,,0,15,,0,11,0,81,0,,,0,0,15,443
2004,376,North Melbourne,0,0,0,6,3,,,,0,,,,,9,0,0,0,,,0,192
2004,377,North Melbourne,,,0,,182,,,0,0,32,13,0,,49,0,0,0,,,,392
2004,378,North Melbourne,0,0,0,,,0,0,0,,38,,0,0,15,0,0,0,0,0,,353
2004,379,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,380,North Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,401,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
2004,402,West Melbourne (Residential),0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,,0,,116
2004,403,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,157
2004,404,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
2004,405,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,406,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,407,West Melbourne (Residential),0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
2004,408,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,409,West Melbourne (Residential),,0,0,0,18,0,0,0,0,0,0,0,0,20,0,0,0,0,,0,54
2004,410,West Melbourne (Residential),0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,0,57
2004,411,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2004,412,West Melbourne (Residential),0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,,58
2004,413,West Melbourne (Residential),0,0,0,,,0,0,0,0,0,0,,,,0,0,0,,0,,136
2004,414,West Melbourne (Residential),0,0,0,0,,0,0,0,,,0,0,,,,0,,0,,,90
2004,415,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,17
2004,416,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,418,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,55
2004,419,West Melbourne (Residential),0,,0,0,,0,0,,0,,,,12,,0,,0,,0,,116
2004,420,West Melbourne (Residential),,0,0,0,,0,0,0,0,0,,0,0,,0,,0,0,0,,87
2004,421,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,422,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,
2004,423,West Melbourne (Residential),0,0,0,0,,0,0,0,0,42,0,0,0,,0,0,0,,0,0,83
2004,424,West Melbourne (Residential),0,,0,0,,0,0,0,0,16,,0,0,,0,0,0,7,0,0,37
2004,425,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2004,426,West Melbourne (Residential),0,0,0,293,38,0,0,0,,0,0,,0,0,0,0,,68,,,479
2004,427,West Melbourne (Residential),0,0,0,0,28,,0,0,0,,0,0,0,26,0,0,0,51,,18,180
2004,428,West Melbourne (Residential),0,,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,38
2004,429,West Melbourne (Residential),0,,0,,17,,,0,,0,0,0,,,0,0,0,0,0,7,64
2004,430,West Melbourne (Residential),0,0,0,0,25,0,0,0,0,8,0,0,,12,0,0,0,,,,90
2004,431,West Melbourne (Residential),0,,0,0,19,0,0,,,,,0,32,80,0,0,0,,21,15,194
2004,432,West Melbourne (Residential),0,,0,,0,0,,0,0,,0,0,0,,0,0,0,,,0,269
2004,433,West Melbourne (Residential),0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,434,West Melbourne (Residential),0,48,0,0,92,,0,0,,23,0,31,,37,,0,0,25,0,,311
2004,435,West Melbourne (Residential),0,0,0,,8,0,0,0,,35,,0,0,9,0,0,0,25,,0,92
2004,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,437,West Melbourne (Residential),,,0,0,9,0,0,0,,,,,0,0,0,0,0,0,0,,165
2004,438,West Melbourne (Residential),,,0,0,0,,0,,0,0,0,0,0,,0,0,0,,,,33
2004,439,West Melbourne (Residential),0,,,0,47,0,,,,,0,0,,29,,0,0,,,,204
2004,440,West Melbourne (Residential),0,,0,,145,,,0,,,,,40,12,0,0,0,,,18,288
2004,441,West Melbourne (Residential),,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,,377
2004,442,West Melbourne (Residential),0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,59
2004,443,West Melbourne (Residential),,0,0,,19,0,0,0,0,,0,,0,17,0,0,0,6,0,,74
2004,444,West Melbourne (Residential),0,,0,0,184,0,0,0,,,,,0,,,,0,,0,,769
2004,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2004,501,West Melbourne (Industrial),0,0,0,,0,,0,,0,0,0,0,24,0,0,0,0,0,21,100,161
2004,502,West Melbourne (Industrial),0,,0,0,0,0,0,0,0,,0,0,284,,0,0,,,96,,579
2004,503,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
2004,504,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,26,54
2004,505,Kensington,0,0,0,0,,0,0,0,0,,0,0,,23,0,0,0,,,,113
2004,506,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,2
2004,507,Kensington,0,0,0,,,0,0,0,0,0,0,0,60,45,0,0,0,0,,0,122
2004,508,Kensington,0,0,0,0,,,0,0,0,0,0,0,101,0,0,0,0,0,,54,160
2004,509,Kensington,0,0,0,35,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,102
2004,510,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2004,512,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,,0,,99
2004,513,Kensington,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,33
2004,514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,515,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,519,Kensington,0,0,0,,0,0,0,0,0,0,26,0,0,,0,0,0,0,0,0,56
2004,520,Kensington,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,,0,0,13
2004,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,522,Kensington,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2004,523,Kensington,0,0,0,0,0,0,,0,0,,8,0,0,0,0,0,0,,0,0,36
2004,524,Kensington,0,,0,,0,0,0,0,,,23,0,0,,0,,0,0,,0,83
2004,525,Kensington,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,15
2004,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,527,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,528,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,529,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,530,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,531,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,533,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,534,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,535,Kensington,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2004,536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,537,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,538,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,539,Kensington,0,,0,0,,,0,0,0,0,0,0,58,0,,0,0,0,0,0,148
2004,540,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,541,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,542,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,545,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,547,Kensington,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2004,548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,549,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,550,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,552,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,553,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,554,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,555,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,556,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,557,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,558,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,559,Kensington,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,45
2004,560,Kensington,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,47
2004,561,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,562,Kensington,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3
2004,563,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,564,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,565,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,566,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,567,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,568,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,569,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,570,Kensington,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834
2004,571,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,601,East Melbourne,,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,79
2004,602,East Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2004,603,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2004,604,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
2004,605,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2004,606,East Melbourne,12,0,0,0,78,,0,0,0,,20,0,,,,0,0,0,0,0,157
2004,607,East Melbourne,,27,0,0,99,,0,,,25,143,0,,,0,28,0,17,,,835
2004,608,East Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2004,609,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2004,610,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2004,611,East Melbourne,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,23
2004,612,East Melbourne,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,24
2004,613,East Melbourne,0,0,0,0,,0,0,0,0,,38,0,0,12,0,0,0,0,0,0,55
2004,614,East Melbourne,,0,0,0,,0,0,0,0,,727,0,0,3,0,0,0,,0,0,750
2004,615,East Melbourne,0,0,0,0,0,0,0,0,0,0,1763,0,0,0,0,0,0,0,0,0,1763
2004,616,East Melbourne,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18
2004,617,East Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,8
2004,618,East Melbourne,,0,0,0,,,,0,,21,0,0,0,,0,,0,6,0,,569
2004,619,East Melbourne,0,,0,10,0,0,0,,0,,0,0,0,,0,0,0,,0,0,75
2004,620,East Melbourne,0,0,0,0,,0,,0,0,,535,,0,22,,0,0,,0,0,897
2004,621,East Melbourne,0,,0,0,16,0,263,0,,,34,,0,76,636,,0,0,0,0,1685
2004,642,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,643,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,644,East Melbourne,0,17,0,0,514,0,,,492,24,0,0,,8,848,0,0,0,,0,2473
2004,645,East Melbourne,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,727
2004,646,East Melbourne,0,19,0,5,116,0,,0,,,265,,0,40,0,,0,0,0,,519
2004,649,East Melbourne,0,0,0,,0,0,0,0,0,0,,0,0,,,0,0,,0,0,174
2004,650,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,651,East Melbourne,,0,0,0,,0,0,0,0,0,,0,0,38,0,0,0,0,0,0,2234
2004,652,East Melbourne,0,0,0,,0,0,,0,0,,0,,0,0,1914,0,0,0,0,0,2143
2004,653,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,654,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,655,East Melbourne,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,40
2004,656,East Melbourne,85,70,,122,144,,,,76,22,31,,24,57,0,,0,,0,,709
2004,657,East Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2004,658,East Melbourne,0,,0,1383,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,2689
2004,659,Melbourne (Remainder),0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4238
2004,660,Melbourne (Remainder),0,0,0,24,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,91
2004,661,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,662,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,663,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2004,710,Melbourne (Remainder),,,0,,14,0,,0,,75,,,0,15,,0,0,23,0,0,353
2004,720,Melbourne (Remainder),0,14,,,203,0,0,0,240,,120,,,10,0,,0,,,,904
2004,724,Melbourne (Remainder),0,18,0,,73,,,0,68,,33,,,,,0,0,,,0,711
